sale_id,customer_id,product_id,branch_id,sale_date,quantity,unit_price,total_amount
SALE100201,CUST038,PROD019,BR009,2025-03-21,1,1566.83,1566.83
SALE100202,CUST045,PROD020,BR008,2025-03-21,3,390.53,1171.59
SALE100203,CUST019,PROD012,BR002,2025-03-21,3,158.1,474.3
SALE100204,CUST037,PROD014,BR010,2025-03-21,4,1222.88,4891.52
SALE100205,CUST019,PROD007,BR008,2025-03-21,4,1590.78,6363.12
SALE100206,CUST050,PROD001,BR001,2025-03-21,6,2560.96,15365.76
SALE100207,CUST044,PROD019,BR006,2025-03-21,2,1566.83,3133.66
SALE100208,CUST050,PROD003,BR006,2025-03-21,4,637.78,2551.12
SALE100209,CUST028,PROD010,BR007,2025-03-21,6,70.67,424.02
SALE100210,CUST037,PROD012,BR002,2025-03-21,3,158.1,474.3
SALE100211,CUST042,PROD009,BR003,2025-03-21,5,666.64,3333.2
SALE100212,CUST003,PROD020,BR010,2025-03-21,6,390.53,2343.18
SALE100213,CUST019,PROD007,BR002,2025-03-21,4,1590.78,6363.12
SALE100214,CUST003,PROD016,BR002,2025-03-21,1,88.97,88.97
SALE100215,CUST037,PROD004,BR005,2025-03-21,3,104.97,314.91
SALE100216,CUST009,PROD008,BR002,2025-03-21,3,360.32,1080.96
SALE100217,CUST017,PROD004,BR003,2025-03-21,3,104.97,314.91
SALE100218,CUST027,PROD003,BR010,2025-03-21,1,637.78,637.78
SALE100219,CUST031,PROD009,BR006,2025-03-21,1,666.64,666.64
SALE100220,CUST019,PROD011,BR010,2025-03-21,5,1985.74,9928.7
SALE100221,CUST044,PROD020,BR003,2025-03-21,6,390.53,2343.18
SALE100222,CUST003,PROD014,BR008,2025-03-21,4,1222.88,4891.52
SALE100223,CUST030,PROD019,BR002,2025-03-21,4,1566.83,6267.32
SALE100224,CUST034,PROD008,BR007,2025-03-21,6,360.32,2161.92
SALE100225,CUST022,PROD001,BR006,2025-03-21,2,2560.96,5121.92
SALE100226,CUST031,PROD011,BR008,2025-03-21,6,1985.74,11914.44
SALE100227,CUST040,PROD003,BR003,2025-03-21,6,637.78,3826.68
SALE100228,CUST040,PROD003,BR004,2025-03-21,3,637.78,1913.34
SALE100229,CUST033,PROD001,BR009,2025-03-21,5,2560.96,12804.8
SALE100230,CUST044,PROD020,BR007,2025-03-21,4,390.53,1562.12
SALE100231,CUST034,PROD007,BR006,2025-03-21,1,1590.78,1590.78
SALE100232,CUST041,PROD008,BR001,2025-03-21,3,360.32,1080.96
SALE100233,CUST030,PROD008,BR002,2025-03-21,3,360.32,1080.96
SALE100234,CUST011,PROD005,BR008,2025-03-21,4,150.03,600.12
SALE100235,CUST012,PROD020,BR009,2025-03-21,4,390.53,1562.12
SALE100236,CUST040,PROD010,BR001,2025-03-21,2,70.67,141.34
SALE100237,CUST035,PROD001,BR001,2025-03-21,4,2560.96,10243.84
SALE100238,CUST018,PROD002,BR009,2025-03-21,2,1286.48,2572.96
SALE100239,CUST005,PROD019,BR007,2025-03-21,3,1566.83,4700.49
SALE100240,CUST040,PROD003,BR002,2025-03-21,5,637.78,3188.9
SALE100241,CUST008,PROD004,BR008,2025-03-21,5,104.97,524.85
SALE100242,CUST011,PROD009,BR009,2025-03-21,3,666.64,1999.92
SALE100243,CUST039,PROD012,BR003,2025-03-21,5,158.1,790.5
SALE100244,CUST050,PROD020,BR003,2025-03-21,2,390.53,781.06
SALE100245,CUST014,PROD009,BR001,2025-03-21,2,666.64,1333.28
SALE100246,CUST030,PROD006,BR004,2025-03-21,5,1302.26,6511.3
SALE100247,CUST021,PROD011,BR009,2025-03-21,6,1985.74,11914.44
SALE100248,CUST033,PROD005,BR003,2025-03-21,4,150.03,600.12
SALE100249,CUST036,PROD003,BR001,2025-03-21,2,637.78,1275.56
SALE100250,CUST043,PROD016,BR003,2025-03-21,4,88.97,355.88
SALE100251,CUST006,PROD007,BR002,2025-03-21,6,1590.78,9544.68
SALE100252,CUST001,PROD014,BR005,2025-03-21,6,1222.88,7337.28
SALE100253,CUST005,PROD006,BR001,2025-03-21,6,1302.26,7813.56
SALE100254,CUST040,PROD004,BR002,2025-03-21,1,104.97,104.97
SALE100255,CUST050,PROD010,BR006,2025-03-21,6,70.67,424.02
SALE100256,CUST038,PROD015,BR005,2025-03-21,4,2454.68,9818.72
SALE100257,CUST012,PROD009,BR003,2025-03-21,6,666.64,3999.84
SALE100258,CUST037,PROD001,BR004,2025-03-21,3,2560.96,7682.88
SALE100259,CUST038,PROD011,BR005,2025-03-21,6,1985.74,11914.44
SALE100260,CUST027,PROD013,BR004,2025-03-21,3,366.38,1099.14
SALE100261,CUST029,PROD003,BR008,2025-03-21,1,637.78,637.78
SALE100262,CUST023,PROD011,BR009,2025-03-21,2,1985.74,3971.48
SALE100263,CUST002,PROD019,BR004,2025-03-21,4,1566.83,6267.32
SALE100264,CUST041,PROD005,BR006,2025-03-21,2,150.03,300.06
SALE100265,CUST009,PROD009,BR008,2025-03-21,2,666.64,1333.28
SALE100266,CUST021,PROD014,BR003,2025-03-21,2,1222.88,2445.76
SALE100267,CUST010,PROD016,BR010,2025-03-21,4,88.97,355.88
SALE100268,CUST010,PROD006,BR007,2025-03-21,1,1302.26,1302.26
SALE100269,CUST008,PROD001,BR002,2025-03-21,6,2560.96,15365.76
SALE100270,CUST045,PROD014,BR007,2025-03-21,1,1222.88,1222.88
SALE100271,CUST009,PROD020,BR008,2025-03-21,6,390.53,2343.18
SALE100272,CUST031,PROD009,BR003,2025-03-21,5,666.64,3333.2
SALE100273,CUST014,PROD005,BR008,2025-03-21,5,150.03,750.15
