sale_id,customer_id,product_id,branch_id,sale_date,quantity,unit_price,total_amount
SALE100301,CUST040,PROD015,BR004,2025-03-22,1,2454.68,2454.68
SALE100302,CUST031,PROD015,BR010,2025-03-22,6,2454.68,14728.08
SALE100303,CUST020,PROD013,BR004,2025-03-22,1,366.38,366.38
SALE100304,CUST008,PROD006,BR005,2025-03-22,6,1302.26,7813.56
SALE100305,CUST008,PROD007,BR003,2025-03-22,6,1590.78,9544.68
SALE100306,CUST007,PROD007,BR005,2025-03-22,5,1590.78,7953.9
SALE100307,CUST038,PROD016,BR006,2025-03-22,1,88.97,88.97
SALE100308,CUST020,PROD017,BR008,2025-03-22,4,281.65,1126.6
SALE100309,CUST021,PROD011,BR007,2025-03-22,5,1985.74,9928.7
SALE100310,CUST049,PROD005,BR004,2025-03-22,2,150.03,300.06
SALE100311,CUST018,PROD018,BR008,2025-03-22,5,568.6,2843.0
SALE100312,CUST007,PROD012,BR005,2025-03-22,2,158.1,316.2
SALE100313,CUST027,PROD003,BR006,2025-03-22,4,637.78,2551.12
SALE100314,CUST034,PROD004,BR008,2025-03-22,3,104.97,314.91
SALE100315,CUST049,PROD003,BR001,2025-03-22,4,637.78,2551.12
SALE100316,CUST004,PROD011,BR006,2025-03-22,5,1985.74,9928.7
SALE100317,CUST031,PROD006,BR001,2025-03-22,5,1302.26,6511.3
SALE100318,CUST019,PROD009,BR005,2025-03-22,4,666.64,2666.56
SALE100319,CUST034,PROD014,BR008,2025-03-22,1,1222.88,1222.88
SALE100320,CUST016,PROD020,BR008,2025-03-22,1,390.53,390.53
SALE100321,CUST047,PROD014,BR005,2025-03-22,3,1222.88,3668.64
SALE100322,CUST016,PROD020,BR003,2025-03-22,2,390.53,781.06
SALE100323,CUST033,PROD016,BR001,2025-03-22,5,88.97,444.85
SALE100324,CUST048,PROD003,BR009,2025-03-22,5,637.78,3188.9
SALE100325,CUST040,PROD002,BR002,2025-03-22,6,1286.48,7718.88
SALE100326,CUST047,PROD008,BR006,2025-03-22,5,360.32,1801.6
SALE100327,CUST020,PROD004,BR005,2025-03-22,1,104.97,104.97
SALE100328,CUST031,PROD018,BR003,2025-03-22,3,568.6,1705.8
SALE100329,CUST002,PROD019,BR010,2025-03-22,1,1566.83,1566.83
SALE100330,CUST013,PROD004,BR006,2025-03-22,6,104.97,629.82
SALE100331,CUST024,PROD002,BR005,2025-03-22,4,1286.48,5145.92
SALE100332,CUST035,PROD008,BR001,2025-03-22,1,360.32,360.32
SALE100333,CUST045,PROD007,BR008,2025-03-22,6,1590.78,9544.68
SALE100334,CUST007,PROD018,BR006,2025-03-22,3,568.6,1705.8
SALE100335,CUST016,PROD005,BR010,2025-03-22,2,150.03,300.06
SALE100336,CUST003,PROD002,BR004,2025-03-22,1,1286.48,1286.48
SALE100337,CUST040,PROD013,BR004,2025-03-22,1,366.38,366.38
SALE100338,CUST005,PROD016,BR001,2025-03-22,3,88.97,266.91
SALE100339,CUST024,PROD007,BR010,2025-03-22,1,1590.78,1590.78
SALE100340,CUST017,PROD002,BR004,2025-03-22,1,1286.48,1286.48
SALE100341,CUST032,PROD006,BR007,2025-03-22,3,1302.26,3906.78
SALE100342,CUST003,PROD007,BR007,2025-03-22,4,1590.78,6363.12
